State, Year, Enrolled Agencies, Participating, Enrolled
SD,2020,"Lead Police Department",Yes,Yes
SD,2020,"Lennox Police Department",Yes,Yes
SD,2020,"Leola Police Department",Yes,Yes
SD,2020,"Lincoln County Sheriff's Office",Yes,Yes
SD,2020,"Lyman County Sheriff's Office",Yes,Yes
SD,2020,"Madison Police Department",Yes,Yes
SD,2020,"Marshall County Sheriff's Office",Yes,Yes
SD,2020,"Martin Police Department",Yes,Yes
SD,2020,"McCook County Sheriff's Office",Yes,Yes
SD,2020,"McPherson County Sheriff's Office",Yes,Yes
SD,2020,"Meade County Sheriff's Office",Yes,Yes
SD,2020,"Mellette County Sheriff's Office",Yes,Yes
SD,2020,"Menno Police Department",Yes,Yes
SD,2020,"Milbank Police Department",Yes,Yes
SD,2020,"Miller Police Department",Yes,Yes
SD,2020,"Miner County Sheriff's Office",Yes,Yes
SD,2020,"Minnehaha County Sheriff's Office",Yes,Yes
SD,2020,"Mitchell Police Department",Yes,Yes
SD,2020,"Mobridge Police Department",Yes,Yes
SD,2020,"Moody County Sheriff's Office",Yes,Yes
SD,2020,"Murdo Police Department",Yes,Yes
SD,2020,"North Sioux City Police Department",Yes,Yes
SD,2020,"Oglala Lakota County Sheriff's Office",Yes,Yes
SD,2020,"Parkston Police Department",Yes,Yes
SD,2020,"Pennington County Sheriff's Office",Yes,Yes
SD,2020,"Perkins County Sheriff's Office",Yes,Yes
SD,2020,"Philip Police Department",Yes,Yes
SD,2020,"Pierre Police Department",Yes,Yes
SD,2020,"Platte Police Department",Yes,Yes
SD,2020,"Potter County Sheriff's Office",Yes,Yes
SD,2020,"Rapid City Police Department",Yes,Yes
SD,2020,"Roberts County Sheriff's Office",Yes,Yes
SD,2020,"Rosholt Police Department",Yes,Yes
SD,2020,"Sanborn County Sheriff's Office",Yes,Yes
SD,2020,"Scotland Police Department",Yes,Yes
SD,2020,"Sioux Falls Police Department",Yes,Yes
SD,2020,"Sisseton Police Department",Yes,Yes
SD,2020,"South Dakota State University",Yes,Yes
SD,2020,"Spearfish Police Department",Yes,Yes
SD,2020,"Spink County Sheriff's Office",Yes,Yes
SD,2020,"Springfield Police Department",Yes,Yes
SD,2020,"Stanley County Sheriff's Office",Yes,Yes
SD,2020,"Sturgis Police Department",Yes,Yes
SD,2020,"Sully County Sheriff's Office",Yes,Yes
SD,2020,"Summerset Police Department",Yes,Yes
SD,2020,"Tea Police Department",Yes,Yes
SD,2020,"Todd County Sheriff's Office",Yes,Yes
SD,2020,"Tripp County Sheriff's Office",Yes,Yes
SD,2020,"Tripp Police Department",Yes,Yes
SD,2020,"Turner County Sheriff's Office",Yes,Yes
SD,2020,"Tyndall Police Department",Yes,Yes
SD,2020,"Union County Sheriff's Office",Yes,Yes
SD,2020,"Vermillion Police Department",Yes,Yes
SD,2020,"Viborg Police Department",Yes,Yes
SD,2020,"Wagner Police Department",Yes,Yes
SD,2020,"Walworth County Sheriff's Office",Yes,Yes
SD,2020,"Watertown Police Department",Yes,Yes
SD,2020,"Webster Police Department",Yes,Yes
SD,2020,"Whitewood Police Department",Yes,Yes
SD,2020,"Winner Police Department",Yes,Yes
SD,2020,"Worthing Police Department",Yes,Yes
SD,2020,"Yankton County Sheriff's Office",Yes,Yes
SD,2020,"Yankton Police Department",Yes,Yes
SD,2020,"Ziebach County Sheriff's Office",Yes,Yes
TN,2020,"7th Judicial District Crime Task Force",Yes,Yes
TN,2020,"Adamsville Police Department",,Yes
TN,2020,"Alamo Police Department",Yes,Yes
TN,2020,"Alcoa Police Department",Yes,Yes
TN,2020,"Alcoholic Beverage Commission",,Yes
TN,2020,"Alexandria Police Department",Yes,Yes
TN,2020,"Algood Police Department",Yes,Yes
TN,2020,"Anderson County Sheriff's Office",Yes,Yes
TN,2020,"Ardmore Police Department",,Yes
TN,2020,"Ashland City Police Department",Yes,Yes
TN,2020,"Athens Police Department",Yes,Yes
TN,2020,"Atoka Police Department",Yes,Yes
TN,2020,"Austin Peay State University",Yes,Yes
TN,2020,"Baileyton Police Department",,Yes
TN,2020,"Baneberry Police Department",,Yes
TN,2020,"Bartlett Police Department",Yes,Yes
TN,2020,"Baxter Police Department",,Yes
TN,2020,"Bean Station Police Department",,Yes
TN,2020,"Bedford County Sheriff's Office",Yes,Yes
TN,2020,"Belle Meade Police Department",,Yes
TN,2020,"Bells Police Department",Yes,Yes
TN,2020,"Benton County Sheriff's Office",,Yes
TN,2020,"Benton Police Department",,Yes
TN,2020,"Berry Hill Police Department",,Yes
TN,2020,"Bethel Springs Police Department",,Yes
TN,2020,"Big Sandy Police Department",Yes,Yes
TN,2020,"Blaine Police Department",,Yes
TN,2020,"Bledsoe County Sheriff's Office",Yes,Yes
TN,2020,"Blount County Sheriff's Office",Yes,Yes
TN,2020,"Bluff City Police Department",,Yes
TN,2020,"Bolivar Police Department",Yes,Yes
TN,2020,"Bradford Police Department",Yes,Yes
TN,2020,"Bradley County Sheriff's Office",Yes,Yes
TN,2020,"Brentwood Police Department",Yes,Yes
TN,2020,"Brighton Police Department",,Yes
TN,2020,"Bristol Police Department",Yes,Yes
TN,2020,"Brownsville Police Department",Yes,Yes
TN,2020,"Bruceton Police Department",,Yes
TN,2020,"Burns Police Department",,Yes
TN,2020,"Calhoun Police Department",,Yes
TN,2020,"Camden Police Department",,Yes
TN,2020,"Campbell County Sheriff's Office",Yes,Yes
TN,2020,"Cannon County Sheriff's Office",,Yes
TN,2020,"Carroll County Sheriff's Office",Yes,Yes
TN,2020,"Carter County Sheriff's Office",,Yes
TN,2020,"Carthage Police Department",Yes,Yes
TN,2020,"Caryville Police Department",Yes,Yes
TN,2020,"Celina Police Department",Yes,Yes
TN,2020,"Centerville Police Department",Yes,Yes
TN,2020,"Chapel Hill Police Department",Yes,Yes
TN,2020,"Charleston Police Department",Yes,Yes
TN,2020,"Chattanooga Housing Authority",,Yes
TN,2020,"Chattanooga Metropolitan Airport",Yes,Yes
TN,2020,"Chattanooga Police Department",Yes,Yes
TN,2020,"Chattanooga State Community College",Yes,Yes
TN,2020,"Cheatham County Sheriff's Office",Yes,Yes
TN,2020,"Chester County Sheriff's Office",,Yes
TN,2020,"Christian Brothers University",,Yes
TN,2020,"Church Hill Police Department",,Yes
TN,2020,"Claiborne County Sheriff's Office",,Yes
TN,2020,"Clarksburg Police Department",,Yes
TN,2020,"Clarksville Police Department",Yes,Yes
TN,2020,"Clay County Sheriff's Office",Yes,Yes
TN,2020,"Cleveland Police Department",Yes,Yes
TN,2020,"Cleveland State Community College",Yes,Yes
TN,2020,"Clifton Police Department",,Yes
TN,2020,"Clinton Police Department",Yes,Yes
TN,2020,"Cocke County Sheriff's Office",Yes,Yes
TN,2020,"Coffee County Sheriff's Office",,Yes
TN,2020,"Collegedale Police Department",Yes,Yes
TN,2020,"Collierville Police Department",Yes,Yes
TN,2020,"Collinwood Police Department",,Yes
TN,2020,"Columbia Police Department",Yes,Yes
TN,2020,"Columbia State Community College",Yes,Yes
TN,2020,"Cookeville Police Department",Yes,Yes
TN,2020,"Coopertown Police Department",Yes,Yes
TN,2020,"Copperhill Police Department",,Yes
TN,2020,"Cornersville Police Department",,Yes
TN,2020,"Covington Police Department",,Yes
TN,2020,"Cowan Police Department",,Yes
TN,2020,"Crockett County Sheriff's Office",,Yes
TN,2020,"Cross Plains Police Department",,Yes
TN,2020,"Crossville Police Department",,Yes
TN,2020,"Crump Police Department",Yes,Yes
TN,2020,"Cumberland City Police Department",Yes,Yes
TN,2020,"Cumberland County Sheriff's Office",Yes,Yes
TN,2020,"Cumberland Gap Police Department",,Yes
TN,2020,"Dandridge Police Department",Yes,Yes
TN,2020,"Dayton Police Department",Yes,Yes
TN,2020,"Decatur County Sheriff's Office",Yes,Yes
TN,2020,"Decatur Police Department",,Yes
TN,2020,"Decaturville Police Department",,Yes
TN,2020,"Decherd Police Department",,Yes
TN,2020,"DeKalb County Sheriff's Office",Yes,Yes
TN,2020,"Department of Correction Internal Affairs",Yes,Yes
TN,2020,"Dickson City Park Ranger Division",Yes,Yes
TN,2020,"Dickson County Sheriff's Office",Yes,Yes
TN,2020,"Dickson Police Department",Yes,Yes
TN,2020,"Dover Police Department",Yes,Yes
TN,2020,"Dresden Police Department",Yes,Yes
TN,2020,"Drug Task Force, 10th Judicial District",Yes,Yes
TN,2020,"Drug Task Force, 12th Judicial District",Yes,Yes
TN,2020,"Drug Task Force, 13th Judicial District",Yes,Yes
TN,2020,"Drug Task Force, 14th Judicial District",,Yes
TN,2020,"Drug Task Force, 15th Judicial District",,Yes
TN,2020,"Drug Task Force, 17th Judicial District",,Yes
TN,2020,"Drug Task Force, 18th Judicial District",,Yes
TN,2020,"Drug Task Force, 19th Judicial District",Yes,Yes
TN,2020,"Drug Task Force, 1st Judicial District",Yes,Yes
TN,2020,"Drug Task Force, 20th Judicial District",,Yes
TN,2020,"Drug Task Force, 21st Judicial District",Yes,Yes
TN,2020,"Drug Task Force, 22nd Judicial District",,Yes
TN,2020,"Drug Task Force, 23rd Judicial District",Yes,Yes
TN,2020,"Drug Task Force, 24th Judicial District",,Yes
TN,2020,"Drug Task Force, 25th Judicial District",,Yes
TN,2020,"Drug Task Force, 27th Judicial District",,Yes
TN,2020,"Drug Task Force, 2nd Judicial District",Yes,Yes
TN,2020,"Drug Task Force, 31st Judicial District",,Yes
TN,2020,"Drug Task Force, 3rd Judicial District",Yes,Yes
TN,2020,"Drug Task Force, 4th Judicial District",,Yes
TN,2020,"Drug Task Force, 5th Judicial District",,Yes
TN,2020,"Drug Task Force, 8th Judicial District",,Yes
TN,2020,"Drug Task Force, 9th Judicial District",Yes,Yes
TN,2020,"Dunlap Police Department",Yes,Yes
TN,2020,"Dyer County Sheriff's Office",Yes,Yes
TN,2020,"Dyer Police Department",,Yes
TN,2020,"Dyersburg Police Department",Yes,Yes
TN,2020,"Eagleville Police Department",,Yes
TN,2020,"East Ridge Police Department",Yes,Yes
TN,2020,"East Tennessee State University",Yes,Yes
TN,2020,"Elizabethton Police Department",Yes,Yes
TN,2020,"Elkton Police Department",Yes,Yes
TN,2020,"Englewood Police Department",,Yes
TN,2020,"Erin Police Department",,Yes
TN,2020,"Erwin Police Department",,Yes
TN,2020,"Estill Springs Police Department",Yes,Yes
TN,2020,"Ethridge Police Department",,Yes
TN,2020,"Etowah Police Department",Yes,Yes
TN,2020,"Fairview Police Department",Yes,Yes
TN,2020,"Fayette County Sheriff's Office",Yes,Yes
TN,2020,"Fayetteville Police Department",Yes,Yes
TN,2020,"Fentress County Sheriff's Office",Yes,Yes
TN,2020,"Franklin County Sheriff's Office",Yes,Yes
TN,2020,"Franklin Police Department",Yes,Yes
TN,2020,"Friendship Police Department",Yes,Yes
TN,2020,"Gadsden Police Department",Yes,Yes
TN,2020,"Gainesboro Police Department",,Yes
TN,2020,"Gallatin Police Department",Yes,Yes
TN,2020,"Gallaway Police Department",,Yes
TN,2020,"Gates Police Department",,Yes
TN,2020,"Gatlinburg Police Department",Yes,Yes
TN,2020,"Germantown Police Department",Yes,Yes
TN,2020,"Gibson County Sheriff's Office",,Yes
TN,2020,"Gibson Police Department",,Yes
TN,2020,"Giles County Sheriff's Office",,Yes
TN,2020,"Gleason Police Department",,Yes
TN,2020,"Goodlettsville Police Department",Yes,Yes
TN,2020,"Gordonsville Police Department",,Yes
TN,2020,"Grainger County Sheriff's Office",Yes,Yes
TN,2020,"Grand Junction Police Department",Yes,Yes
TN,2020,"Graysville Police Department",,Yes
TN,2020,"Greenbrier Police Department",Yes,Yes
TN,2020,"Greene County Sheriff's Office",,Yes
TN,2020,"Greeneville Police Department",Yes,Yes
TN,2020,"Greenfield Police Department",,Yes
TN,2020,"Grundy County Sheriff's Office",Yes,Yes
TN,2020,"Halls Police Department",,Yes
TN,2020,"Hamblen County Sheriff's Office",Yes,Yes
TN,2020,"Hamilton County Sheriff's Office",,Yes
TN,2020,"Hancock County Sheriff's Office",,Yes
TN,2020,"Hardeman County Sheriff's Office",Yes,Yes
TN,2020,"Hardin County Sheriff's Office",Yes,Yes
TN,2020,"Harriman Police Department",,Yes
TN,2020,"Hartsville/Trousdale County Sheriff's Office",Yes,Yes
TN,2020,"Hawkins County Sheriff's Office",Yes,Yes
TN,2020,"Haywood County Sheriff's Office",,Yes
TN,2020,"Henderson County Sheriff's Office",Yes,Yes
TN,2020,"Henderson Police Department",Yes,Yes
TN,2020,"Hendersonville Police Department",,Yes
TN,2020,"Henry County Sheriff's Office",Yes,Yes
TN,2020,"Henry Police Department",,Yes
TN,2020,"Hickman County Sheriff's Office",Yes,Yes
TN,2020,"Hohenwald Police Department",Yes,Yes
TN,2020,"Hollow Rock Police Department",,Yes
TN,2020,"Hornbeak Police Department",,Yes
TN,2020,"Houston County Sheriff's Office",,Yes
TN,2020,"Humboldt Police Department",Yes,Yes
TN,2020,"Humphreys County Sheriff's Office",Yes,Yes
TN,2020,"Huntingdon Police Department",,Yes
TN,2020,"Huntland Police Department",Yes,Yes
TN,2020,"Jacksboro Police Department",,Yes
TN,2020,"Jackson County Sheriff's Office",,Yes
TN,2020,"Jackson Police Department",Yes,Yes
TN,2020,"Jackson State Community College",,Yes
TN,2020,"Jamestown Police Department",Yes,Yes
TN,2020,"Jasper Police Department",Yes,Yes
TN,2020,"Jefferson City Police Department",Yes,Yes
TN,2020,"Jefferson County Sheriff's Office",,Yes
TN,2020,"Jellico Police Department",Yes,Yes
TN,2020,"Johnson City Police Department",Yes,Yes
TN,2020,"Johnson County Sheriff's Office",Yes,Yes
TN,2020,"Jonesborough Police Department",Yes,Yes
TN,2020,"Kenton Police Department",,Yes
TN,2020,"Kimball Police Department",Yes,Yes
TN,2020,"Kingsport Police Department",Yes,Yes
TN,2020,"Kingston Police Department",,Yes
TN,2020,"Kingston Springs Police Department",,Yes
TN,2020,"Knox County Sheriff's Office",Yes,Yes
TN,2020,"Knoxville Metropolitan Airport",Yes,Yes
TN,2020,"Knoxville Police Department",Yes,Yes
TN,2020,"Lafayette Police Department",Yes,Yes
TN,2020,"La Follette Police Department",Yes,Yes
TN,2020,"La Grange Police Department",Yes,Yes
TN,2020,"Lake County Sheriff's Office",,Yes
TN,2020,"Lauderdale County Sheriff's Office",Yes,Yes
TN,2020,"La Vergne Police Department",Yes,Yes
TN,2020,"Lawrenceburg Police Department",Yes,Yes
TN,2020,"Lawrence County Sheriff's Office",,Yes
TN,2020,"Lebanon Police Department",Yes,Yes
TN,2020,"Lenoir City Police Department",Yes,Yes
TN,2020,"Lewisburg Police Department",,Yes
TN,2020,"Lewis County Sheriff's Office",,Yes
TN,2020,"Lexington Police Department",Yes,Yes
TN,2020,"Lincoln County Sheriff's Office",Yes,Yes
TN,2020,"Lincoln Memorial University",,Yes
TN,2020,"Livingston Police Department",Yes,Yes
TN,2020,"Lookout Mountain Police Department",,Yes
TN,2020,"Loretto Police Department",,Yes
TN,2020,"Loudon County Sheriff's Office",Yes,Yes
TN,2020,"Loudon Police Department",,Yes
TN,2020,"Lynnville Police Department",,Yes
TN,2020,"Macon County Sheriff's Office",,Yes
TN,2020,"Madison County Sheriff's Office",Yes,Yes
TN,2020,"Madisonville Police Department",,Yes
TN,2020,"Manchester Police Department",Yes,Yes
TN,2020,"Marion County Sheriff's Office",Yes,Yes
TN,2020,"Marshall County Sheriff's Office",Yes,Yes
TN,2020,"Martin Police Department",,Yes
TN,2020,"Maryville Police Department",Yes,Yes
TN,2020,"Mason Police Department",,Yes
TN,2020,"Maury City Police Department",Yes,Yes
TN,2020,"Maury County Sheriff's Office",Yes,Yes
TN,2020,"Maynardville Police Department",Yes,Yes
TN,2020,"McEwen Police Department",Yes,Yes
TN,2020,"McKenzie Police Department",,Yes
TN,2020,"McMinn County Sheriff's Office",,Yes
TN,2020,"McMinnville Police Department",Yes,Yes
TN,2020,"McNairy County Sheriff's Office",,Yes
TN,2020,"Medina Police Department",Yes,Yes
TN,2020,"Meigs County Sheriff's Office",Yes,Yes
TN,2020,"Memphis Police Department",Yes,Yes
TN,2020,"Memphis-Shelby County Airport Authority",Yes,Yes
TN,2020,"Metropolitan Nashville Park Police",,Yes
TN,2020,"Middle Tennessee State University",Yes,Yes
TN,2020,"Middleton Police Department",,Yes
TN,2020,"Milan Police Department",,Yes
TN,2020,"Millersville Police Department",Yes,Yes
TN,2020,"Millington Police Department",Yes,Yes
TN,2020,"Minor Hill Police Department",,Yes
TN,2020,"Monroe County Sheriff's Office",,Yes
TN,2020,"Monteagle Police Department",,Yes
TN,2020,"Monterey Police Department",,Yes
TN,2020,"Montgomery County Sheriff's Office",Yes,Yes
TN,2020,"Moore County Sheriff's Office",,Yes
TN,2020,"Morgan County Sheriff's Office",Yes,Yes
TN,2020,"Morristown Police Department",Yes,Yes
TN,2020,"Moscow Police Department",,Yes
TN,2020,"Motlow State Community College",Yes,Yes
TN,2020,"Mountain City Police Department",,Yes
TN,2020,"Mount Carmel Police Department",Yes,Yes
TN,2020,"Mount Juliet Police Department",Yes,Yes
TN,2020,"Mount Pleasant Police Department",Yes,Yes
TN,2020,"Munford Police Department",Yes,Yes
TN,2020,"Murfreesboro Police Department",Yes,Yes
TN,2020,"Nashville International Airport",,Yes
TN,2020,"Nashville Metropolitan Police Department",Yes,Yes
TN,2020,"Nashville State Community College",,Yes
TN,2020,"Newbern Police Department",,Yes
TN,2020,"New Hope Police Department",Yes,Yes
TN,2020,"New Johnsonville Police Department",,Yes
TN,2020,"New Market Police Department",,Yes
TN,2020,"Newport Police Department",Yes,Yes
TN,2020,"New Tazewell Police Department",,Yes
TN,2020,"Niota Police Department",,Yes
TN,2020,"Nolensville Police Department",,Yes
TN,2020,"Normandy Police Department",,Yes
TN,2020,"Norris Police Department",,Yes
TN,2020,"Northeast State Community College",,Yes
TN,2020,"Oakland Police Department",,Yes
TN,2020,"Oak Ridge Police Department",Yes,Yes
TN,2020,"Obion County Sheriff's Office",,Yes
TN,2020,"Obion Police Department",Yes,Yes
TN,2020,"Oliver Springs Police Department",Yes,Yes
TN,2020,"Oneida Police Department",,Yes
TN,2020,"Overton County Sheriff's Office",Yes,Yes
TN,2020,"Paris Police Department",,Yes
TN,2020,"Parsons Police Department",,Yes
TN,2020,"Pellissippi State Community College",Yes,Yes
TN,2020,"Perry County Sheriff's Office",,Yes
TN,2020,"Petersburg Police Department",,Yes
TN,2020,"Pickett County Sheriff's Office",,Yes
TN,2020,"Pigeon Forge Police Department",Yes,Yes
TN,2020,"Pikeville Police Department",,Yes
TN,2020,"Piperton Police Department",Yes,Yes
TN,2020,"Pittman Center Police Department",,Yes
TN,2020,"Plainview Police Department",Yes,Yes
TN,2020,"Pleasant View Police Department",,Yes
TN,2020,"Polk County Sheriff's Office",,Yes
TN,2020,"Portland Police Department",Yes,Yes
TN,2020,"Powells Crossroads Police Department",Yes,Yes
TN,2020,"Pulaski Police Department",Yes,Yes
TN,2020,"Puryear Police Department",,Yes
TN,2020,"Putnam County Sheriff's Office",Yes,Yes
TN,2020,"Red Bank Police Department",Yes,Yes
TN,2020,"Red Boiling Springs Police Department",Yes,Yes
TN,2020,"Rhea County Sheriff's Office",,Yes
TN,2020,"Ridgely Police Department",,Yes
TN,2020,"Ridgetop Police Department",,Yes
TN,2020,"Ripley Police Department",Yes,Yes
TN,2020,"Roane County Sheriff's Office",Yes,Yes
TN,2020,"Roane State Community College",,Yes
TN,2020,"Robertson County Sheriff's Office",Yes,Yes
TN,2020,"Rockwood Police Department",Yes,Yes
TN,2020,"Rocky Top Police Department",,Yes
TN,2020,"Rogersville Police Department",,Yes
TN,2020,"Rossville Police Department",Yes,Yes
TN,2020,"Rutherford County Sheriff's Office",Yes,Yes
TN,2020,"Rutherford Police Department",,Yes
TN,2020,"Rutledge Police Department",,Yes
TN,2020,"Saltillo Police Department",Yes,Yes
TN,2020,"Samburg Police Department",,Yes
TN,2020,"Savannah Police Department",Yes,Yes
TN,2020,"Scott County Sheriff's Office",Yes,Yes
TN,2020,"Scotts Hill Police Department",Yes,Yes
TN,2020,"Selmer Police Department",Yes,Yes
TN,2020,"Sequatchie County Sheriff's Office",Yes,Yes
TN,2020,"Sevier County Sheriff's Office",Yes,Yes
TN,2020,"Sevierville Police Department",Yes,Yes
TN,2020,"Sharon Police Department",Yes,Yes
TN,2020,"Shelby County Sheriff's Office",Yes,Yes
TN,2020,"Shelbyville Police Department",Yes,Yes
TN,2020,"Signal Mountain Police Department",Yes,Yes
TN,2020,"Smith County Sheriff's Office",Yes,Yes
TN,2020,"Smithville Police Department",Yes,Yes
TN,2020,"Smyrna Police Department",Yes,Yes
TN,2020,"Soddy-Daisy Police Department",Yes,Yes
TN,2020,"Somerville Police Department",Yes,Yes
TN,2020,"South Carthage Police Department",,Yes
TN,2020,"South Fulton Police Department",,Yes
TN,2020,"South Pittsburg Police Department",,Yes
TN,2020,"Southwest Tennessee Community College",Yes,Yes
TN,2020,"Sparta Police Department",Yes,Yes
TN,2020,"Spencer Police Department",Yes,Yes
TN,2020,"Spring City Police Department",,Yes
TN,2020,"Springfield Police Department",Yes,Yes
TN,2020,"Spring Hill Police Department",Yes,Yes
TN,2020,"State Fire Marshal",,Yes
TN,2020,"State Park Rangers, Bicentennial Capitol Mall",Yes,Yes
TN,2020,"State Park Rangers, Big Hill Pond",Yes,Yes
TN,2020,"State Park Rangers, Big Ridge",Yes,Yes
TN,2020,"State Park Rangers, Bledsoe Creek",Yes,Yes
TN,2020,"State Park Rangers, Booker T. Washington",Yes,Yes
TN,2020,"State Park Rangers, Burgess Falls Natural Area",Yes,Yes
TN,2020,"State Park Rangers, Cedars of Lebanon",Yes,Yes
TN,2020,"State Park Rangers, Chickasaw",Yes,Yes
TN,2020,"State Park Rangers, Cordell Hull Birthplace",Yes,Yes
TN,2020,"State Park Rangers, Cove Lake",Yes,Yes
TN,2020,"State Park Rangers, Cumberland Mountain",Yes,Yes
TN,2020,"State Park Rangers, Cumberland Trail",Yes,Yes
TN,2020,"State Park Rangers, Cummins Falls",Yes,Yes
TN,2020,"State Park Rangers, David Crockett",Yes,Yes
TN,2020,"State Park Rangers, Davy Crockett Birthplace",Yes,Yes
TN,2020,"State Park Rangers, Dunbar Cave Natural Area",Yes,Yes
TN,2020,"State Park Rangers, Edgar Evins",Yes,Yes
TN,2020,"State Park Rangers, Fall Creek Falls",Yes,Yes
TN,2020,"State Park Rangers, Fort Loudon State Historic Park",Yes,Yes
TN,2020,"State Park Rangers, Fort Pillow State Historic Park",Yes,Yes
TN,2020,"State Park Rangers, Frozen Head Natural Area",Yes,Yes
TN,2020,"State Park Rangers Harpeth Scenic Rivers",Yes,Yes
TN,2020,"State Park Rangers, Harrison Bay",Yes,Yes
TN,2020,"State Park Rangers, Henry Horton",Yes,Yes
TN,2020,"State Park Rangers, Hiwassee/Ocoee State Scenic Rivers",Yes,Yes
TN,2020,"State Park Rangers, Indian Mountain",Yes,Yes
TN,2020,"State Park Rangers, Johnsonville State Historic Park",Yes,Yes
TN,2020,"State Park Rangers, Long Hunter",Yes,Yes
TN,2020,"State Park Rangers, Meeman-Shelby Forest",Yes,Yes
TN,2020,"State Park Rangers, Montgomery Bell",Yes,Yes
TN,2020,"State Park Rangers, Mousetail Landing",Yes,Yes
TN,2020,"State Park Rangers, Natchez Trace",Yes,Yes
TN,2020,"State Park Rangers, Nathan Bedford Forrest",Yes,Yes
TN,2020,"State Park Rangers, Norris Dam",Yes,Yes
TN,2020,"State Park Rangers, Old Stone Fort State Archaeological Park",Yes,Yes
TN,2020,"State Park Rangers, Panther Creek",Yes,Yes
TN,2020,"State Park Rangers, Paris Landing",Yes,Yes
TN,2020,"State Park Rangers, Pickett",Yes,Yes
TN,2020,"State Park Rangers, Pickwick Landing",Yes,Yes
TN,2020,"State Park Rangers, Pinson Mounds State Archaeological Park",Yes,Yes
TN,2020,"State Park Rangers, Radnor Lake Natural Area",Yes,Yes
TN,2020,"State Park Rangers, Red Clay State Historic Park",Yes,Yes
TN,2020,"State Park Rangers, Reelfoot Lake",Yes,Yes
TN,2020,"State Park Rangers, Roan Mountain",Yes,Yes
TN,2020,"State Park Rangers, Rock Island",Yes,Yes
TN,2020,"State Park Rangers, Rocky Fork",Yes,Yes
TN,2020,"State Park Rangers, Seven Islands Birding Park",Yes,Yes
TN,2020,"State Park Rangers, Sgt. Alvin C. York",Yes,Yes
TN,2020,"State Park Rangers, South Cumberland Recreation Area",Yes,Yes
TN,2020,"State Park Rangers, Standing Stone",Yes,Yes
TN,2020,"State Park Rangers, Sycamore Shoals State Historic Park",Yes,Yes
TN,2020,"State Park Rangers, Tim's Ford",Yes,Yes
TN,2020,"State Park Rangers, T.O. Fuller",Yes,Yes
TN,2020,"State Park Rangers, Warrior's Path",Yes,Yes
TN,2020,"Stewart County Sheriff's Office",Yes,Yes
TN,2020,"St. Joseph Police Department",,Yes
TN,2020,"Sullivan County Sheriff's Office",Yes,Yes
TN,2020,"Sumner County Sheriff's Office",,Yes
TN,2020,"Sunbright Police Department",Yes,Yes
TN,2020,"Surgoinsville Police Department",Yes,Yes
TN,2020,"Sweetwater Police Department",Yes,Yes
TN,2020,"Tazewell Police Department",Yes,Yes
TN,2020,"Tellico Plains Police Department",,Yes
TN,2020,"TENNCARE Office of Inspector General",Yes,Yes
TN,2020,"Tennessee Bureau of Investigation",,Yes
TN,2020,"Tennessee Department of Revenue Special Investigations Unit",Yes,Yes
TN,2020,"Tennessee Department of Safety",Yes,Yes
TN,2020,"Tennessee State University",Yes,Yes
TN,2020,"Tennessee Technological University",Yes,Yes
TN,2020,"Tipton County Sheriff's Office",Yes,Yes
TN,2020,"Tiptonville Police Department",Yes,Yes
TN,2020,"Toone Police Department",Yes,Yes
TN,2020,"Townsend Police Department",,Yes
TN,2020,"Tracy City Police Department",,Yes
TN,2020,"Trenton Police Department",,Yes
TN,2020,"Trezevant Police Department",,Yes
TN,2020,"Tri-Cities Regional Airport",,Yes
TN,2020,"Trimble Police Department",,Yes
TN,2020,"Troy Police Department",Yes,Yes
TN,2020,"Tullahoma Police Department",,Yes
TN,2020,"Tusculum Police Department",,Yes
TN,2020,"Unicoi County Sheriff's Office",Yes,Yes
TN,2020,"Unicoi Police Department",,Yes
TN,2020,"Union City Police Department",Yes,Yes
TN,2020,"Union County Sheriff's Office",Yes,Yes
TN,2020,"University of Memphis",Yes,Yes
TN,2020,"University of Tennessee, Chattanooga",,Yes
TN,2020,"University of Tennessee, Health Science Center",,Yes
TN,2020,"University of Tennessee, Knoxville",Yes,Yes
TN,2020,"University of Tennessee, Martin",,Yes
TN,2020,"University of the South",Yes,Yes
TN,2020,"Van Buren County Sheriff's Office",Yes,Yes
TN,2020,"Vanderbilt University",Yes,Yes
TN,2020,"Volunteer State Community College",Yes,Yes
TN,2020,"Vonore Police Department",Yes,Yes
TN,2020,"Walters State Community College",Yes,Yes
TN,2020,"Warren County Sheriff's Office",,Yes
TN,2020,"Wartburg Police Department",,Yes
TN,2020,"Wartrace Police Department",Yes,Yes
TN,2020,"Washington County Sheriff's Office",Yes,Yes
TN,2020,"Watauga Police Department",,Yes
TN,2020,"Watertown Police Department",,Yes
TN,2020,"Waverly Police Department",Yes,Yes
TN,2020,"Wayne County Sheriff's Office",,Yes
TN,2020,"Waynesboro Police Department",,Yes
TN,2020,"Weakley County Sheriff's Office",Yes,Yes
TN,2020,"Westmoreland Police Department",Yes,Yes
TN,2020,"West Tennessee Violent Crime Task Force",Yes,Yes
TN,2020,"White Bluff Police Department",,Yes
TN,2020,"White County Sheriff's Office",,Yes
TN,2020,"White House Police Department",Yes,Yes
TN,2020,"White Pine Police Department",,Yes
TN,2020,"Whiteville Police Department",,Yes
TN,2020,"Whitwell Police Department",,Yes
TN,2020,"Wildlife Resources Agency, Region 1",,Yes
TN,2020,"Wildlife Resources Agency, Region 2",,Yes
